Numero1,Numero2,Numero3,Numero4,Numero5,Estrela1,Estrela2,Ano,Premio,Mes,MesNumerico,Dia,Semana,ÉSexta?,SomaNumeros,ÉImparNumeros?,SomaEstrelas,ÉImparEstrelas?
16,18,26,38,44,8,10,2014,15000000,abr,4,01,te,0,142,0,18,0
6,10,28,45,50,10,11,2014,15000000,abr,4,04,sx,1,139,1,21,1
11,18,29,42,49,4,11,2014,21000000,abr,4,08,te,0,149,1,15,1
8,12,19,30,33,4,11,2014,33000000,abr,4,11,sx,1,102,0,15,1
3,14,26,47,50,7,11,2014,39000000,abr,4,15,te,0,140,0,18,0
21,24,31,39,47,3,7,2014,50000000,abr,4,18,sx,1,162,0,10,0
13,15,20,24,46,1,8,2014,57000000,abr,4,22,te,0,118,0,9,1
13,21,24,44,49,1,9,2014,68000000,abr,4,25,sx,1,151,1,10,0
18,23,26,35,44,3,11,2014,75000000,abr,4,29,te,0,146,0,14,0
4,30,31,38,42,2,11,2014,88000000,mai,5,02,sx,1,145,1,13,1
5,19,24,31,37,1,9,2014,15000000,mai,5,06,te,0,116,0,10,0
3,21,26,28,45,7,10,2014,24000000,mai,5,09,sx,1,123,1,17,1
4,13,30,34,47,2,6,2014,31000000,mai,5,13,te,0,128,0,8,0
23,26,29,37,40,3,4,2014,42000000,mai,5,16,sx,1,155,1,7,1
5,33,36,38,47,4,9,2014,48000000,mai,5,20,te,0,159,1,13,1
3,8,31,34,47,9,11,2014,59000000,mai,5,23,sx,1,123,1,20,0
7,13,16,25,26,1,6,2014,66000000,mai,5,27,te,0,87,1,7,1
5,24,27,41,45,6,7,2014,78000000,mai,5,30,sx,1,142,0,13,1
2,15,32,39,44,5,10,2014,87000000,jun,6,03,te,0,132,0,15,1
7,25,34,40,49,9,11,2014,105000000,jun,6,06,sx,1,155,1,20,0
12,18,21,32,33,1,11,2014,118000000,jun,6,10,te,0,116,0,12,0
16,18,22,28,46,9,11,2014,135000000,jun,6,13,sx,1,130,0,20,0
11,13,37,40,48,8,9,2014,15000000,jun,6,17,te,0,149,1,17,1
5,15,25,38,49,1,2,2014,25000000,jun,6,20,sx,1,132,0,3,1
1,7,20,21,48,4,7,2014,15000000,jun,6,24,te,0,97,1,11,1
31,33,34,39,45,2,10,2014,24000000,jun,6,27,sx,1,182,0,12,0
18,22,25,27,39,5,10,2014,31000000,jul,7,01,te,0,131,1,15,1
4,18,39,43,47,2,6,2014,41000000,jul,7,04,sx,1,151,1,8,0
8,18,22,24,27,4,11,2014,49000000,jul,7,08,te,0,99,1,15,1
5,22,35,38,49,4,7,2014,60000000,jul,7,11,sx,1,149,1,11,1
15,18,20,27,34,1,3,2014,67000000,jul,7,15,te,0,114,0,4,0
1,11,29,41,43,3,11,2014,15000000,jul,7,18,sx,1,125,1,14,0
1,24,43,45,50,5,8,2014,21000000,jul,7,22,te,0,163,1,13,1
9,10,12,24,43,5,9,2014,31000000,jul,7,25,sx,1,98,0,14,0
10,23,35,40,43,3,9,2014,37000000,jul,7,29,te,0,151,1,12,0
24,44,46,48,50,5,10,2014,15000000,ago,8,01,sx,1,212,0,15,1
5,7,19,21,42,5,11,2014,21000000,ago,8,05,te,0,94,0,16,0
21,29,35,43,46,1,9,2014,31000000,ago,8,08,sx,1,174,0,10,0
7,16,19,22,33,2,5,2014,37000000,ago,8,12,te,0,97,1,7,1
4,5,21,23,30,8,10,2014,47000000,ago,8,15,sx,1,83,1,18,0
4,7,11,34,47,7,8,2014,54000000,ago,8,19,te,0,103,1,15,1
4,17,29,35,49,1,2,2014,15000000,ago,8,22,sx,1,134,0,3,1
10,22,36,45,48,4,11,2014,21000000,ago,8,26,te,0,161,1,15,1
2,9,26,32,38,3,6,2014,30000000,ago,8,29,sx,1,107,1,9,1
5,25,31,39,45,1,8,2014,37000000,set,9,02,te,0,145,1,9,1
1,18,23,46,50,3,9,2014,47000000,set,9,05,sx,1,138,0,12,0
8,15,19,24,35,8,10,2014,54000000,set,9,09,te,0,101,1,18,0
9,13,26,31,33,7,11,2014,65000000,set,9,12,sx,1,112,0,18,0
4,29,30,35,50,2,4,2014,73000000,set,9,16,te,0,148,0,6,0
6,8,34,38,48,3,9,2014,87000000,set,9,19,sx,1,134,0,12,0
12,13,14,29,35,1,7,2014,15000000,set,9,23,te,0,103,1,8,0
13,27,35,46,47,1,2,2014,25000000,set,9,26,sx,1,168,0,3,1
3,13,15,33,42,5,7,2014,32000000,set,9,30,te,0,106,0,12,0
4,13,23,48,50,5,10,2014,100000000,out,10,03,sx,1,138,0,15,1
9,21,28,30,38,1,8,2014,111000000,out,10,07,te,0,126,0,9,1
6,29,42,45,47,9,10,2014,128000000,out,10,10,sx,1,169,1,19,1
4,5,15,23,32,3,7,2014,142000000,out,10,14,te,0,79,1,10,0
1,13,40,48,49,8,10,2014,162000000,out,10,17,sx,1,151,1,18,0
20,21,27,33,40,3,10,2014,180000000,out,10,21,te,0,141,1,13,1
3,9,20,30,42,1,6,2014,190000000,out,10,24,sx,1,104,0,7,1
10,15,17,40,45,1,2,2014,15000000,out,10,28,te,0,127,1,3,1
10,13,20,33,41,3,9,2014,15000000,out,10,31,sx,1,117,1,12,0
1,6,13,17,26,3,5,2014,21000000,nov,11,04,te,0,63,1,8,0
13,25,32,38,46,1,10,2014,32000000,nov,11,07,sx,1,154,0,11,1
2,14,21,36,46,7,11,2014,15000000,nov,11,11,te,0,119,1,18,0
17,32,36,38,48,5,8,2014,24000000,nov,11,14,sx,1,171,1,13,1
2,3,17,36,38,4,11,2014,32000000,nov,11,18,te,0,96,0,15,1
4,7,28,32,37,5,10,2014,42000000,nov,11,21,sx,1,108,0,15,1
3,7,25,32,36,1,6,2014,50000000,nov,11,25,te,0,103,1,7,1
6,10,15,23,41,4,10,2014,63000000,nov,11,28,sx,1,95,1,14,0
3,15,25,44,49,1,9,2014,72000000,dez,12,02,te,0,136,0,10,0
5,8,37,47,48,2,3,2014,15000000,dez,12,05,sx,1,145,1,5,1
1,3,31,42,46,4,11,2014,21000000,dez,12,09,te,0,123,1,15,1
2,15,28,31,37,4,6,2014,31000000,dez,12,12,sx,1,113,1,10,0
3,7,12,13,25,5,8,2014,39000000,dez,12,16,te,0,60,0,13,1
23,29,31,39,44,5,8,2014,15000000,dez,12,19,sx,1,166,0,13,1
8,9,19,25,49,2,10,2014,15000000,dez,12,23,te,0,110,0,12,0
17,26,27,45,49,2,3,2014,25000000,dez,12,26,sx,1,164,0,5,1
6,18,39,44,50,8,11,2014,15000000,dez,12,30,te,0,157,1,19,1
22,24,25,28,49,3,6,2015,15000000,jan,1,02,sx,1,148,0,9,1
14,20,30,38,49,3,4,2015,22000000,jan,1,06,te,0,151,1,7,1
6,21,24,32,45,1,11,2015,31000000,jan,1,09,sx,1,128,0,12,0
8,17,21,31,34,9,10,2015,15000000,jan,1,13,te,0,111,1,19,1
29,30,32,34,46,3,6,2015,25000000,jan,1,16,sx,1,171,1,9,1
15,33,41,44,47,8,10,2015,32000000,jan,1,20,te,0,180,0,18,0
6,29,30,38,45,1,8,2015,15000000,jan,1,23,sx,1,148,0,9,1
5,10,31,33,40,8,10,2015,21000000,jan,1,27,te,0,119,1,18,0
9,13,15,19,24,3,8,2015,15000000,jan,1,30,sx,1,80,0,11,1
17,31,33,44,50,7,11,2015,15000000,fev,2,03,te,0,175,1,18,0
10,26,30,39,50,7,8,2015,15000000,fev,2,06,sx,1,155,1,15,1
13,17,20,30,45,9,10,2015,21000000,fev,2,10,te,0,125,1,19,1
12,24,39,42,44,3,11,2015,31000000,fev,2,13,sx,1,161,1,14,0
2,5,18,30,43,1,10,2015,40000000,fev,2,17,te,0,98,0,11,1
4,10,14,37,46,4,7,2015,50000000,fev,2,20,sx,1,111,1,11,1
3,25,28,34,50,1,11,2015,58000000,fev,2,24,te,0,140,0,12,0
5,14,17,25,47,9,10,2015,70000000,fev,2,27,sx,1,108,0,19,1
6,8,11,13,21,7,8,2015,79000000,mar,3,03,te,0,59,1,15,1
23,30,47,49,50,2,7,2015,100000000,mar,3,06,sx,1,199,1,9,1
2,6,23,30,31,2,10,2015,15000000,mar,3,10,te,0,92,0,12,0
4,5,18,22,23,1,3,2015,26000000,mar,3,13,sx,1,72,0,4,0
11,23,26,38,44,1,8,2015,33000000,mar,3,17,te,0,142,0,9,1
3,14,37,42,48,1,10,2015,45000000,mar,3,20,sx,1,144,0,11,1
10,24,26,39,40,3,10,2015,52000000,mar,3,24,te,0,139,1,13,1
2,30,32,39,44,6,10,2015,64000000,mar,3,27,sx,1,147,1,16,0
8,20,24,28,49,8,9,2015,73000000,mar,3,31,te,0,129,1,17,1
27,29,37,39,49,2,4,2015,15000000,abr,4,03,sx,1,181,1,6,0
18,25,39,44,50,5,8,2015,21000000,abr,4,07,te,0,176,0,13,1
22,23,25,30,43,5,9,2015,15000000,abr,4,10,sx,1,143,1,14,0
24,32,34,35,49,1,2,2015,21000000,abr,4,14,te,0,174,0,3,1
2,24,30,34,39,8,11,2015,31000000,abr,4,17,sx,1,129,1,19,1
6,14,17,42,45,1,8,2015,39000000,abr,4,21,te,0,124,0,9,1
5,19,29,31,40,3,10,2015,51000000,abr,4,24,sx,1,124,0,13,1
24,26,28,36,45,7,10,2015,15000000,abr,4,28,te,0,159,1,17,1
3,19,20,25,26,6,10,2015,24000000,mai,5,01,sx,1,93,1,16,0
1,10,17,20,42,8,9,2015,30000000,mai,5,05,te,0,90,0,17,1
7,14,19,47,49,3,10,2015,40000000,mai,5,08,sx,1,136,0,13,1
14,29,30,40,46,3,6,2015,47000000,mai,5,12,te,0,159,1,9,1
5,35,42,44,47,8,9,2015,15000000,mai,5,15,sx,1,173,1,17,1
26,30,31,35,37,8,11,2015,21000000,mai,5,19,te,0,159,1,19,1
18,24,35,44,45,5,11,2015,31000000,mai,5,22,sx,1,166,0,16,0
5,6,7,21,24,5,6,2015,37000000,mai,5,26,te,0,63,1,11,1
3,4,20,45,48,6,8,2015,15000000,mai,5,29,sx,1,120,0,14,0
7,23,29,37,41,1,8,2015,21000000,jun,6,02,te,0,137,1,9,1
2,7,8,45,48,1,9,2015,100000000,jun,6,05,sx,1,110,0,10,0
5,9,17,32,34,6,8,2015,110000000,jun,6,09,te,0,97,1,14,0
5,8,10,11,37,7,9,2015,129000000,jun,6,12,sx,1,71,1,16,0
10,15,16,36,37,3,9,2015,15000000,jun,6,16,te,0,114,0,12,0
7,14,20,31,42,3,9,2015,24000000,jun,6,19,sx,1,114,0,12,0
4,16,22,38,49,6,9,2015,15000000,jun,6,23,te,0,129,1,15,1
3,6,10,19,24,5,7,2015,25000000,jun,6,26,sx,1,62,0,12,0
11,15,28,34,37,1,8,2015,15000000,jun,6,30,te,0,125,1,9,1
11,12,15,18,44,3,9,2015,24000000,jul,7,03,sx,1,100,0,12,0
6,7,18,33,41,3,10,2015,31000000,jul,7,07,te,0,105,1,13,1
5,8,15,35,41,4,5,2015,40000000,jul,7,10,sx,1,104,0,9,1
6,18,19,34,36,1,8,2015,15000000,jul,7,14,te,0,113,1,9,1
1,21,22,43,48,7,9,2015,24000000,jul,7,17,sx,1,135,1,16,0
14,20,27,29,44,7,10,2015,30000000,jul,7,21,te,0,134,0,17,1
2,9,21,35,46,2,11,2015,40000000,jul,7,24,sx,1,113,1,13,1
23,32,36,43,49,7,8,2015,15000000,jul,7,28,te,0,183,1,15,1
16,21,34,40,50,6,9,2015,25000000,jul,7,31,sx,1,161,1,15,1
10,15,39,45,50,9,10,2015,15000000,ago,8,04,te,0,159,1,19,1
1,5,21,39,44,4,11,2015,24000000,ago,8,07,sx,1,110,0,15,1
2,3,8,15,16,4,11,2015,30000000,ago,8,11,te,0,44,0,15,1
4,7,39,44,45,3,5,2015,40000000,ago,8,14,sx,1,139,1,8,0
7,10,11,12,19,2,9,2015,15000000,ago,8,18,te,0,59,1,11,1
4,16,18,43,47,6,10,2015,24000000,ago,8,21,sx,1,128,0,16,0
27,31,33,42,50,2,5,2015,30000000,ago,8,25,te,0,183,1,7,1
11,29,30,31,34,4,7,2015,15000000,ago,8,28,sx,1,135,1,11,1
6,19,21,27,45,1,8,2015,15000000,set,9,01,te,0,118,0,9,1
8,9,27,45,50,8,10,2015,24000000,set,9,04,sx,1,139,1,18,0
14,16,39,40,42,1,4,2015,30000000,set,9,08,te,0,151,1,5,1
10,18,19,29,50,1,9,2015,15000000,set,9,11,sx,1,126,0,10,0
8,15,17,44,49,5,8,2015,21000000,set,9,15,te,0,133,1,13,1
7,29,33,34,39,7,8,2015,30000000,set,9,18,sx,1,142,0,15,1
14,23,26,27,29,7,10,2015,37000000,set,9,22,te,0,119,1,17,1
13,14,23,30,37,2,8,2015,47000000,set,9,25,sx,1,117,1,10,0
11,14,26,29,49,3,9,2015,15000000,set,9,29,te,0,129,1,12,0
7,18,21,32,35,2,11,2015,15000000,out,10,02,sx,1,113,1,13,1
11,20,22,29,32,1,8,2015,15000000,out,10,06,te,0,114,0,9,1
1,40,42,43,47,9,11,2015,24000000,out,10,09,sx,1,173,1,20,0
12,15,26,29,47,3,11,2015,30000000,out,10,13,te,0,129,1,14,0
7,28,29,43,48,3,10,2015,15000000,out,10,16,sx,1,155,1,13,1
17,19,21,30,45,8,10,2015,21000000,out,10,20,te,0,132,0,18,0
7,25,30,32,39,2,8,2015,30000000,out,10,23,sx,1,133,1,10,0
11,12,20,25,36,6,9,2015,37000000,out,10,27,te,0,104,0,15,1
8,13,17,21,34,6,7,2015,47000000,out,10,30,sx,1,93,1,13,1
8,27,39,46,49,2,6,2015,54000000,nov,11,03,te,0,169,1,8,0
3,17,26,38,40,4,10,2015,100000000,nov,11,06,sx,1,124,0,14,0
6,13,18,39,43,2,8,2015,111000000,nov,11,10,te,0,119,1,10,0
10,17,18,33,40,2,8,2015,129000000,nov,11,13,sx,1,118,0,10,0
6,7,23,37,38,10,11,2015,144000000,nov,11,17,te,0,111,1,21,1
4,30,34,46,49,7,8,2015,162000000,nov,11,20,sx,1,163,1,15,1
9,14,16,17,26,10,11,2015,15000000,nov,11,24,te,0,82,0,21,1
16,29,30,37,50,6,8,2015,25000000,nov,11,27,sx,1,162,0,14,0
2,15,25,35,45,8,10,2015,32000000,dez,12,01,te,0,122,0,18,0
8,17,18,27,39,1,7,2015,42000000,dez,12,04,sx,1,109,1,8,0
12,17,29,38,48,9,11,2015,51000000,dez,12,08,te,0,144,0,20,0
3,5,21,40,43,6,11,2015,62000000,dez,12,11,sx,1,112,0,17,1
8,11,23,27,35,4,11,2015,71000000,dez,12,15,te,0,104,0,15,1
6,22,26,29,48,5,6,2015,83000000,dez,12,18,sx,1,131,1,11,1
18,19,20,40,41,7,10,2015,15000000,dez,12,22,te,0,138,0,17,1
3,10,25,27,40,3,9,2015,24000000,dez,12,25,sx,1,105,1,12,0
5,20,31,32,36,6,7,2015,31000000,dez,12,29,te,0,124,0,13,1
4,37,38,39,44,4,7,2016,41000000,jan,1,01,sx,1,162,0,11,1
6,10,31,36,39,6,10,2016,49000000,jan,1,05,te,0,122,0,16,0
5,26,33,35,40,3,8,2016,60000000,jan,1,08,sx,1,139,1,11,1
1,2,10,30,44,1,8,2016,69000000,jan,1,12,te,0,87,1,9,1
10,19,38,43,46,1,11,2016,81000000,jan,1,15,sx,1,156,0,12,0
2,30,38,43,46,2,7,2016,89000000,jan,1,19,te,0,159,1,9,1
10,12,27,30,47,8,9,2016,104000000,jan,1,22,sx,1,126,0,17,1
15,24,38,40,48,2,9,2016,115000000,jan,1,26,te,0,165,1,11,1
1,5,23,29,32,1,7,2016,131000000,jan,1,29,sx,1,90,0,8,0
6,9,10,21,36,2,6,2016,15000000,fev,2,02,te,0,82,0,8,0
3,27,32,41,46,4,8,2016,15000000,fev,2,05,sx,1,149,1,12,0
6,9,13,28,37,4,5,2016,21000000,fev,2,09,te,0,93,1,9,1
3,20,28,31,49,2,5,2016,32000000,fev,2,12,sx,1,131,1,7,1
3,10,22,37,50,6,10,2016,15000000,fev,2,16,te,0,122,0,16,0
13,14,30,32,39,3,9,2016,24000000,fev,2,19,sx,1,128,0,12,0
23,25,32,37,42,1,11,2016,31000000,fev,2,23,te,0,159,1,12,0
5,13,15,33,50,9,11,2016,15000000,fev,2,26,sx,1,116,0,20,0
4,7,13,28,37,10,11,2016,15000000,mar,3,01,te,0,89,1,21,1
9,14,16,23,40,1,5,2016,25000000,mar,3,04,sx,1,102,0,6,0
1,8,9,14,23,1,7,2016,31000000,mar,3,08,te,0,55,1,8,0
1,21,26,40,43,6,9,2016,41000000,mar,3,11,sx,1,131,1,15,1
5,7,10,34,44,2,10,2016,49000000,mar,3,15,te,0,100,0,12,0
14,19,21,24,49,5,11,2016,60000000,mar,3,18,sx,1,127,1,16,0
12,15,26,42,49,5,8,2016,15000000,mar,3,22,te,0,144,0,13,1
12,19,36,42,43,5,8,2016,24000000,mar,3,25,sx,1,152,0,13,1
1,4,19,25,36,3,11,2016,30000000,mar,3,29,te,0,85,1,14,0
2,16,23,25,49,6,9,2016,39000000,abr,4,01,sx,1,115,1,15,1
3,5,9,19,40,2,5,2016,46000000,abr,4,05,te,0,76,0,7,1
6,8,26,43,49,6,10,2016,57000000,abr,4,08,sx,1,132,0,16,0
1,5,9,22,38,2,10,2016,64000000,abr,4,12,te,0,75,1,12,0
13,14,32,37,48,1,7,2016,15000000,abr,4,15,sx,1,144,0,8,0
11,14,15,27,44,2,7,2016,21000000,abr,4,19,te,0,111,1,9,1
17,26,32,34,43,2,10,2016,30000000,abr,4,22,sx,1,152,0,12,0
10,17,31,32,42,2,5,2016,37000000,abr,4,26,te,0,132,0,7,1
4,5,25,28,43,6,11,2016,47000000,abr,4,29,sx,1,105,1,17,1
8,23,24,34,38,3,7,2016,54000000,mai,5,03,te,0,127,1,10,0
32,34,40,45,48,1,10,2016,65000000,mai,5,06,sx,1,199,1,11,1
2,26,27,40,49,5,10,2016,73000000,mai,5,10,te,0,144,0,15,1
7,15,28,31,42,10,11,2016,15000000,mai,5,13,sx,1,123,1,21,1
15,27,32,36,39,3,10,2016,21000000,mai,5,17,te,0,149,1,13,1
9,14,30,41,45,4,9,2016,30000000,mai,5,20,sx,1,139,1,13,1
16,17,23,34,37,6,9,2016,37000000,mai,5,24,te,0,127,1,15,1
13,25,27,43,46,4,8,2016,47000000,mai,5,27,sx,1,154,0,12,0
6,12,26,30,48,6,7,2016,54000000,mai,5,31,te,0,122,0,13,1
7,23,31,33,39,6,10,2016,63000000,jun,6,03,sx,1,133,1,16,0
19,26,35,45,49,2,5,2016,73000000,jun,6,07,te,0,174,0,7,1
14,21,35,42,43,7,9,2016,84000000,jun,6,10,sx,1,155,1,16,0
13,34,39,42,50,9,11,2016,15000000,jun,6,14,te,0,178,0,20,0
1,7,18,27,43,4,8,2016,24000000,jun,6,17,sx,1,96,0,12,0
5,17,32,35,49,1,5,2016,30000000,jun,6,21,te,0,138,0,6,0
11,19,27,28,39,3,10,2016,40000000,jun,6,24,sx,1,124,0,13,1
26,32,37,43,49,4,5,2016,15000000,jun,6,28,te,0,187,1,9,1
2,11,13,40,50,1,10,2016,24000000,jul,7,01,sx,1,116,0,11,1
1,10,29,38,48,3,4,2016,15000000,jul,7,05,te,0,126,0,7,1
8,12,18,33,44,4,8,2016,23000000,jul,7,08,sx,1,115,1,12,0
3,7,26,33,41,2,10,2016,30000000,jul,7,12,te,0,110,0,12,0
2,11,13,14,21,1,8,2016,39000000,jul,7,15,sx,1,61,1,9,1
19,24,28,36,37,3,6,2016,45000000,jul,7,19,te,0,144,0,9,1
7,24,26,37,45,5,9,2016,54000000,jul,7,22,sx,1,139,1,14,0
3,10,13,45,49,2,11,2016,61000000,jul,7,26,te,0,120,0,13,1
1,21,26,40,50,2,4,2016,72000000,jul,7,29,sx,1,138,0,6,0
2,8,27,38,46,2,6,2016,15000000,ago,8,02,te,0,121,1,8,0
16,19,24,35,37,2,7,2016,23000000,ago,8,05,sx,1,131,1,9,1
12,19,43,44,45,5,10,2016,29000000,ago,8,09,te,0,163,1,15,1
2,15,28,36,50,2,11,2016,39000000,ago,8,12,sx,1,131,1,13,1
2,26,34,37,46,4,8,2016,45000000,ago,8,16,te,0,145,1,12,0
5,6,22,25,34,5,7,2016,55000000,ago,8,19,sx,1,92,0,12,0
2,23,31,37,45,4,8,2016,15000000,ago,8,23,te,0,138,0,12,0
1,9,28,30,48,7,8,2016,24000000,ago,8,26,sx,1,116,0,15,1
13,16,29,35,42,6,8,2016,30000000,ago,8,30,te,0,135,1,14,0
8,16,32,40,50,2,11,2016,38000000,set,9,02,sx,1,146,0,13,1
12,24,30,34,45,7,10,2016,15000000,set,9,06,te,0,145,1,17,1
4,11,15,17,28,1,3,2016,24000000,set,9,09,sx,1,75,1,4,0
4,7,16,35,44,1,3,2016,30000000,set,9,13,te,0,106,0,4,0
5,8,14,22,32,2,11,2016,39000000,set,9,16,sx,1,81,1,13,1
1,4,10,41,45,6,9,2016,15000000,set,9,20,te,0,101,1,15,1
14,16,39,42,49,3,9,2016,23000000,set,9,23,sx,1,160,0,12,0
6,9,13,39,41,2,12,2016,17000000,set,9,27,te,0,108,0,14,0
17,35,37,43,44,2,10,2016,130000000,set,9,30,sx,1,176,0,12,0
4,7,14,34,38,4,11,2016,141000000,out,10,04,te,0,97,1,15,1
2,12,20,27,30,9,11,2016,156000000,out,10,07,sx,1,91,1,20,0
5,12,20,24,37,4,11,2016,166000000,out,10,11,te,0,98,0,15,1
7,13,19,31,34,1,11,2016,17000000,out,10,14,sx,1,104,0,12,0
2,17,21,25,27,6,9,2016,25000000,out,10,18,te,0,92,0,15,1
9,20,23,44,48,8,10,2016,39000000,out,10,21,sx,1,144,0,18,0
3,15,20,21,28,1,5,2016,49000000,out,10,25,te,0,87,1,6,0
10,16,19,23,43,2,8,2016,17000000,out,10,28,sx,1,111,1,10,0
6,10,20,29,37,1,9,2016,17000000,nov,11,01,te,0,102,0,10,0
7,11,12,44,48,3,7,2016,29000000,nov,11,04,sx,1,122,0,10,0
5,9,47,49,50,8,9,2016,38000000,nov,11,08,te,0,160,0,17,1
3,22,23,38,49,2,9,2016,17000000,nov,11,11,sx,1,135,1,11,1
7,15,36,42,48,3,7,2016,25000000,nov,11,15,te,0,148,0,10,0
3,12,27,32,47,6,8,2016,38000000,nov,11,18,sx,1,121,1,14,0
5,10,33,34,47,2,10,2016,47000000,nov,11,22,te,0,129,1,12,0
5,11,17,23,28,10,11,2016,60000000,nov,11,25,sx,1,84,0,21,1
21,26,27,28,38,9,11,2016,17000000,nov,11,29,te,0,140,0,20,0
6,11,23,31,32,2,12,2016,28000000,dez,12,02,sx,1,103,1,14,0
1,7,11,27,45,4,9,2016,17000000,dez,12,06,te,0,91,1,13,1
6,12,28,37,40,1,5,2016,29000000,dez,12,09,sx,1,123,1,6,0
14,28,29,48,50,2,8,2016,38000000,dez,12,13,te,0,169,1,10,0
6,10,30,41,45,4,11,2016,50000000,dez,12,16,sx,1,132,0,15,1
13,15,17,21,27,2,3,2016,60000000,dez,12,20,te,0,93,1,5,1
4,16,20,39,46,2,5,2016,17000000,dez,12,23,sx,1,125,1,7,1
3,22,25,32,39,7,12,2016,25000000,dez,12,27,te,0,121,1,19,1
8,10,22,29,47,1,3,2016,17000000,dez,12,30,sx,1,116,0,4,0
19,23,27,34,49,1,11,2017,25000000,jan,1,03,te,0,152,0,12,0
10,14,18,21,49,9,11,2017,37000000,jan,1,06,sx,1,112,0,20,0
2,11,29,35,44,4,9,2017,45000000,jan,1,10,te,0,121,1,13,1
3,7,16,26,50,4,7,2017,61000000,jan,1,13,sx,1,102,0,11,1
4,16,25,43,47,2,10,2017,71000000,jan,1,17,te,0,135,1,12,0
10,17,27,31,49,3,5,2017,80000000,jan,1,20,sx,1,134,0,8,0
1,5,7,17,23,3,8,2017,88000000,jan,1,24,te,0,53,1,11,1
17,20,28,45,48,5,9,2017,17000000,jan,1,27,sx,1,158,0,14,0
3,4,17,23,44,6,9,2017,25000000,jan,1,31,te,0,91,1,15,1
3,4,15,46,50,5,9,2017,17000000,fev,2,03,sx,1,118,0,14,0
4,10,31,38,44,8,10,2017,25000000,fev,2,07,te,0,127,1,18,0
7,21,26,35,43,2,9,2017,37000000,fev,2,10,sx,1,132,0,11,1
2,10,24,40,44,3,10,2017,46000000,fev,2,14,te,0,120,0,13,1
19,25,33,36,48,2,9,2017,17000000,fev,2,17,sx,1,161,1,11,1
13,19,41,45,49,3,4,2017,17000000,fev,2,21,te,0,167,1,7,1
2,4,13,22,43,8,9,2017,29000000,fev,2,24,sx,1,84,0,17,1
10,20,31,35,42,2,12,2017,37000000,fev,2,28,te,0,138,0,14,0
2,11,29,30,47,1,12,2017,49000000,mar,3,03,sx,1,119,1,13,1
6,37,41,48,50,4,5,2017,59000000,mar,3,07,te,0,182,0,9,1
31,36,38,47,49,8,11,2017,72000000,mar,3,10,sx,1,201,1,19,1
3,5,21,36,44,3,6,2017,79000000,mar,3,14,te,0,109,1,9,1
6,10,19,29,36,3,9,2017,17000000,mar,3,17,sx,1,100,0,12,0
1,20,23,44,47,4,11,2017,25000000,mar,3,21,te,0,135,1,15,1
2,17,21,27,34,5,9,2017,37000000,mar,3,24,sx,1,101,1,14,0
9,13,31,33,46,6,10,2017,46000000,mar,3,28,te,0,132,0,16,0
17,24,26,28,45,4,12,2017,58000000,mar,3,31,sx,1,140,0,16,0
1,9,24,33,34,2,6,2017,68000000,abr,4,04,te,0,101,1,8,0
2,10,19,35,50,6,7,2017,76000000,abr,4,07,sx,1,116,0,13,1
5,21,22,31,49,2,8,2017,83000000,abr,4,11,te,0,128,0,10,0
4,14,20,23,33,6,10,2017,17000000,abr,4,14,sx,1,94,0,16,0
17,22,31,38,45,5,12,2017,25000000,abr,4,18,te,0,153,1,17,1
2,13,16,22,49,4,5,2017,36000000,abr,4,21,sx,1,102,0,9,1
9,11,19,32,43,3,9,2017,45000000,abr,4,25,te,0,114,0,12,0
14,20,25,30,39,2,8,2017,57000000,abr,4,28,sx,1,128,0,10,0
6,19,23,25,27,11,12,2017,66000000,mai,5,02,te,0,100,0,23,1
3,7,30,35,43,1,3,2017,73000000,mai,5,05,sx,1,118,0,4,0
8,12,16,22,26,6,7,2017,80000000,mai,5,09,te,0,84,0,13,1
2,20,28,29,44,3,9,2017,90000000,mai,5,12,sx,1,123,1,12,0
8,11,15,20,30,3,8,2017,97000000,mai,5,16,te,0,84,0,11,1
9,11,12,19,30,4,9,2017,107000000,mai,5,19,sx,1,81,1,13,1
8,15,25,27,42,1,4,2017,116000000,mai,5,23,te,0,117,1,5,1
5,7,26,36,39,2,10,2017,129000000,mai,5,26,sx,1,113,1,12,0
7,12,27,38,48,6,9,2017,139000000,mai,5,30,te,0,132,0,15,1
8,10,24,33,42,3,9,2017,152000000,jun,6,02,sx,1,117,1,12,0
20,22,25,37,40,3,7,2017,17000000,jun,6,06,te,0,144,0,10,0
9,20,27,39,43,10,11,2017,28000000,jun,6,09,sx,1,138,0,21,1
3,12,22,27,49,4,11,2017,37000000,jun,6,13,te,0,113,1,15,1
15,17,38,41,42,9,12,2017,50000000,jun,6,16,sx,1,153,1,21,1
11,18,26,43,44,8,10,2017,59000000,jun,6,20,te,0,142,0,18,0
3,4,21,31,38,3,7,2017,73000000,jun,6,23,sx,1,97,1,10,0
9,17,21,28,45,1,3,2017,79000000,jun,6,27,te,0,120,0,4,0
17,35,39,47,50,6,8,2017,100000000,jun,6,30,sx,1,188,0,14,0
10,22,25,37,49,5,8,2017,17000000,jul,7,04,te,0,143,1,13,1
11,20,35,37,45,3,6,2017,28000000,jul,7,07,sx,1,148,0,9,1
14,22,26,42,50,8,10,2017,17000000,jul,7,11,te,0,154,0,18,0
11,14,20,21,47,7,10,2017,17000000,jul,7,14,sx,1,113,1,17,1
